Time,	,Position,	,Error
505994.0,	,3,	,7
506074.0,	,2,	,7
506195.0,	,2,	,6
506271.0,	,2,	,6
506394.0,	,2,	,7
506488.0,	,2,	,7
506584.0,	,2,	,7
506690.0,	,2,	,7
506798.0,	,2,	,7
506881.0,	,2,	,7
506976.0,	,2,	,7
507072.0,	,2,	,7
507193.0,	,2,	,7
507277.0,	,2,	,8
507396.0,	,2,	,8
507487.0,	,2,	,8
507595.0,	,2,	,8
507675.0,	,1,	,8
507773.0,	,1,	,7
507886.0,	,1,	,7
508000.0,	,1,	,7
508091.0,	,1,	,7
508202.0,	,1,	,8
508289.0,	,1,	,8
508398.0,	,1,	,8
508475.0,	,0,	,8
508573.0,	,0,	,7
508690.0,	,0,	,7
508800.0,	,0,	,7
508890.0,	,0,	,7
508989.0,	,0,	,7
509093.0,	,0,	,8
509197.0,	,0,	,8
509270.0,	,0,	,8
509375.0,	,0,	,8
509487.0,	,0,	,8
509574.0,	,0,	,8
509691.0,	,0,	,8
509792.0,	,0,	,8
509903.0,	,0,	,8
510001.0,	,0,	,9
510074.0,	,-1,	,9
510174.0,	,-1,	,8
510301.0,	,-1,	,8
510411.0,	,-1,	,8
510466.0,	,-1,	,8
510610.0,	,-1,	,8
510687.0,	,-1,	,8
510786.0,	,-1,	,8
510869.0,	,-2,	,9
510974.0,	,-2,	,8
511096.0,	,-2,	,8
511201.0,	,-2,	,8
511293.0,	,-2,	,8
511391.0,	,-2,	,8
511504.0,	,-2,	,8
511600.0,	,-2,	,8
511670.0,	,-3,	,8
511774.0,	,-3,	,8
511870.0,	,-3,	,8
511988.0,	,-3,	,8
512069.0,	,-3,	,8
512185.0,	,-3,	,8
512301.0,	,-3,	,8
512380.0,	,-3,	,8
512471.0,	,-4,	,8
512570.0,	,-4,	,7
512712.0,	,-4,	,7
512792.0,	,-4,	,8
512896.0,	,-4,	,8
513015.0,	,-4,	,8
513116.0,	,-4,	,8
513232.0,	,-4,	,8
513278.0,	,-5,	,8
513375.0,	,-5,	,7
513479.0,	,-5,	,7
513617.0,	,-5,	,7
513684.0,	,-5,	,8
513815.0,	,-5,	,8
513888.0,	,-5,	,8
514021.0,	,-5,	,8
514073.0,	,-6,	,8
514172.0,	,-6,	,7
514309.0,	,-6,	,7
514422.0,	,-6,	,7
514514.0,	,-6,	,7
514617.0,	,-6,	,7
514709.0,	,-6,	,8
514873.0,	,-7,	,8
514970.0,	,-7,	,7
515068.0,	,-7,	,7
515222.0,	,-7,	,7
515317.0,	,-7,	,7
515417.0,	,-7,	,7
515486.0,	,-7,	,7
515621.0,	,-8,	,7
515717.0,	,-8,	,7
515768.0,	,-8,	,7
515889.0,	,-8,	,7
516015.0,	,-8,	,7
516119.0,	,-8,	,7
516215.0,	,-8,	,7
516278.0,	,-8,	,7
516436.0,	,-9,	,7
516521.0,	,-9,	,6
516615.0,	,-9,	,6
516717.0,	,-9,	,7
516784.0,	,-9,	,7
516913.0,	,-9,	,7
517014.0,	,-9,	,7
517091.0,	,-9,	,7
517228.0,	,-10,	,7
517279.0,	,-10,	,6
517370.0,	,-10,	,6
517619.0,	,-10,	,6
517685.0,	,-10,	,6
517819.0,	,-10,	,7
517911.0,	,-10,	,7
518040.0,	,-12,	,7
518090.0,	,-12,	,5
518217.0,	,-12,	,5
518310.0,	,-12,	,5
518415.0,	,-12,	,5
518514.0,	,-12,	,5
518583.0,	,-12,	,5
518711.0,	,-12,	,5
518820.0,	,-13,	,6
518880.0,	,-13,	,5
518982.0,	,-13,	,5
519121.0,	,-13,	,5
519217.0,	,-13,	,5
519317.0,	,-13,	,5
519418.0,	,-13,	,5
519519.0,	,-13,	,5
519592.0,	,-13,	,5
519673.0,	,-14,	,5
519777.0,	,-14,	,5
519866.0,	,-14,	,5
519981.0,	,-14,	,5
520069.0,	,-14,	,5
520182.0,	,-14,	,5
520266.0,	,-14,	,5
520382.0,	,-14,	,5
520475.0,	,-15,	,4
520665.0,	,-15,	,4
520782.0,	,-15,	,4
520885.0,	,-15,	,4
521003.0,	,-15,	,5
521112.0,	,-15,	,5
521206.0,	,-15,	,5
521268.0,	,-16,	,5
521378.0,	,-16,	,4
521513.0,	,-16,	,4
521623.0,	,-16,	,4
521709.0,	,-16,	,4
521791.0,	,-16,	,4
521912.0,	,-16,	,4
522000.0,	,-16,	,4
522069.0,	,-17,	,5
522172.0,	,-17,	,4
522273.0,	,-17,	,4
522404.0,	,-17,	,4
522488.0,	,-17,	,4
522604.0,	,-17,	,4
522673.0,	,-17,	,4
522824.0,	,-18,	,4
522905.0,	,-18,	,3
522984.0,	,-18,	,3
523092.0,	,-18,	,3
523209.0,	,-18,	,4
523312.0,	,-18,	,4
523409.0,	,-18,	,4
523481.0,	,-18,	,4
523571.0,	,-18,	,4
523669.0,	,-19,	,4
523763.0,	,-19,	,3
523867.0,	,-19,	,3
524017.0,	,-19,	,3
524104.0,	,-19,	,3
524219.0,	,-19,	,3
524308.0,	,-19,	,4
524425.0,	,-20,	,4
524521.0,	,-20,	,3
524599.0,	,-20,	,3
524690.0,	,-20,	,3
524809.0,	,-20,	,3
524922.0,	,-20,	,3
525009.0,	,-20,	,3
525091.0,	,-20,	,3
525229.0,	,-20,	,3
525321.0,	,-20,	,3
525393.0,	,-20,	,3
525485.0,	,-20,	,4
525611.0,	,-20,	,4
525717.0,	,-20,	,4
525809.0,	,-20,	,4
525889.0,	,-20,	,4
526014.0,	,-21,	,4
526109.0,	,-21,	,3
526222.0,	,-21,	,3
526313.0,	,-21,	,3
526410.0,	,-21,	,3
526493.0,	,-21,	,3
526577.0,	,-21,	,3
526674.0,	,-21,	,4
526776.0,	,-21,	,4
526871.0,	,-22,	,4
526971.0,	,-22,	,3
527066.0,	,-22,	,3
527210.0,	,-22,	,3
527309.0,	,-22,	,3
527381.0,	,-22,	,3
527506.0,	,-22,	,3
527625.0,	,-22,	,3
527712.0,	,-22,	,3
527809.0,	,-22,	,3
527892.0,	,-22,	,4
528010.0,	,-22,	,4
528113.0,	,-22,	,4
528210.0,	,-22,	,4
528292.0,	,-22,	,4
528414.0,	,-23,	,4
528508.0,	,-23,	,3
528622.0,	,-23,	,3
528683.0,	,-23,	,3
528824.0,	,-23,	,3
528909.0,	,-23,	,3
529022.0,	,-23,	,3
529111.0,	,-23,	,3
529201.0,	,-23,	,4
529269.0,	,-23,	,4
529376.0,	,-23,	,4
529483.0,	,-23,	,4
529623.0,	,-23,	,4
529679.0,	,-23,	,4
529794.0,	,-23,	,4
529913.0,	,-23,	,4
530025.0,	,-24,	,4
530118.0,	,-24,	,3
530204.0,	,-24,	,3
530290.0,	,-24,	,3
530409.0,	,-24,	,3
530493.0,	,-24,	,3
530580.0,	,-24,	,4
530677.0,	,-24,	,4
530774.0,	,-24,	,4
530879.0,	,-24,	,4
531022.0,	,-24,	,4
531107.0,	,-24,	,4
531222.0,	,-24,	,4
531308.0,	,-24,	,4
531388.0,	,-24,	,4
531502.0,	,-24,	,4
531616.0,	,-24,	,4
531709.0,	,-24,	,4
531824.0,	,-24,	,4
531881.0,	,-24,	,4
532022.0,	,-24,	,4
532103.0,	,-24,	,5
532217.0,	,-24,	,5
532313.0,	,-24,	,5
532389.0,	,-24,	,5
532472.0,	,-25,	,5
532575.0,	,-25,	,4
532681.0,	,-25,	,4
532823.0,	,-25,	,4
532910.0,	,-25,	,4
533022.0,	,-25,	,4
533103.0,	,-25,	,4
533199.0,	,-25,	,4
533275.0,	,-25,	,4
533375.0,	,-25,	,4
533474.0,	,-25,	,4
533618.0,	,-25,	,5
533718.0,	,-25,	,5
533818.0,	,-25,	,5
533888.0,	,-25,	,5
534026.0,	,-26,	,5
534124.0,	,-26,	,4
534198.0,	,-26,	,4
534289.0,	,-26,	,4
534410.0,	,-26,	,4
534522.0,	,-26,	,4
534608.0,	,-26,	,4
534693.0,	,-26,	,4
534811.0,	,-26,	,4
534898.0,	,-26,	,4
535023.0,	,-26,	,4
535107.0,	,-26,	,4
535205.0,	,-26,	,4
535308.0,	,-26,	,5
535406.0,	,-26,	,5
535511.0,	,-26,	,5
535628.0,	,-27,	,5
535696.0,	,-27,	,4
535789.0,	,-27,	,4
535888.0,	,-27,	,4
536018.0,	,-27,	,4
536123.0,	,-27,	,4
536183.0,	,-27,	,4
536287.0,	,-27,	,4
536416.0,	,-27,	,4
536516.0,	,-27,	,4
536610.0,	,-27,	,4
536692.0,	,-27,	,4
536805.0,	,-27,	,4
536910.0,	,-27,	,4
536981.0,	,-27,	,4
537071.0,	,-27,	,5
537189.0,	,-27,	,5
537285.0,	,-28,	,4
537376.0,	,-28,	,4
537469.0,	,-28,	,4
537565.0,	,-28,	,4
537663.0,	,-28,	,4
537769.0,	,-28,	,4
537892.0,	,-28,	,4
538006.0,	,-28,	,4
538077.0,	,-28,	,4
538178.0,	,-28,	,4
538291.0,	,-28,	,4
538399.0,	,-28,	,4
538506.0,	,-28,	,4
538590.0,	,-28,	,4
538687.0,	,-28,	,4
538812.0,	,-28,	,4
538880.0,	,-29,	,4
538980.0,	,-29,	,3
539087.0,	,-29,	,3
539208.0,	,-29,	,4
539314.0,	,-29,	,4
539396.0,	,-29,	,4
539492.0,	,-29,	,4
539609.0,	,-29,	,4
539677.0,	,-29,	,4
539781.0,	,-29,	,4
539881.0,	,-29,	,4
539973.0,	,-29,	,4
540081.0,	,-29,	,4
540199.0,	,-29,	,4
540293.0,	,-29,	,4
540405.0,	,-29,	,4
540490.0,	,-30,	,3
540586.0,	,-30,	,3
540670.0,	,-30,	,3
540775.0,	,-30,	,3
540896.0,	,-30,	,3
541006.0,	,-30,	,3
541094.0,	,-30,	,3
541204.0,	,-30,	,3
541270.0,	,-30,	,3
541376.0,	,-30,	,3
541498.0,	,-30,	,3
541607.0,	,-30,	,4
541696.0,	,-30,	,4
541797.0,	,-30,	,4
541878.0,	,-30,	,4
542000.0,	,-30,	,4
542073.0,	,-31,	,4
542176.0,	,-31,	,3
542275.0,	,-31,	,3
542398.0,	,-31,	,3
542492.0,	,-31,	,3
542598.0,	,-31,	,3
542687.0,	,-31,	,3
542824.0,	,-31,	,3
542910.0,	,-31,	,3
543000.0,	,-31,	,3
543093.0,	,-31,	,3
543200.0,	,-31,	,3
543298.0,	,-31,	,3
543390.0,	,-31,	,3
543489.0,	,-31,	,3
543579.0,	,-31,	,3
543699.0,	,-32,	,2
543805.0,	,-32,	,2
543892.0,	,-32,	,2
543981.0,	,-32,	,2
544090.0,	,-32,	,2
544212.0,	,-32,	,2
544281.0,	,-32,	,2
544405.0,	,-32,	,2
544471.0,	,-32,	,2
544582.0,	,-32,	,2
544667.0,	,-32,	,3
544817.0,	,-32,	,3
544916.0,	,-32,	,3
545016.0,	,-32,	,3
545090.0,	,-32,	,3
545220.0,	,-33,	,3
545311.0,	,-33,	,2
545404.0,	,-33,	,2
545494.0,	,-33,	,2
545610.0,	,-33,	,2
545708.0,	,-33,	,2
545810.0,	,-33,	,2
545898.0,	,-33,	,2
546026.0,	,-33,	,2
546073.0,	,-33,	,2
546179.0,	,-33,	,2
546285.0,	,-33,	,2
546385.0,	,-33,	,2
546509.0,	,-33,	,2
546603.0,	,-33,	,2
546688.0,	,-33,	,2
546804.0,	,-33,	,2
546878.0,	,-34,	,2
546973.0,	,-34,	,1
547066.0,	,-34,	,1
547180.0,	,-34,	,1
547302.0,	,-34,	,1
547403.0,	,-34,	,1
547488.0,	,-34,	,1
547582.0,	,-34,	,1
547678.0,	,-34,	,1
547775.0,	,-34,	,1
547869.0,	,-34,	,1
548002.0,	,-34,	,1
548105.0,	,-34,	,1
548181.0,	,-34,	,1
548283.0,	,-34,	,1
548390.0,	,-34,	,1
548473.0,	,-34,	,1
548583.0,	,-34,	,1
548698.0,	,-34,	,1
548791.0,	,-34,	,1
548895.0,	,-34,	,1
548990.0,	,-34,	,1
549088.0,	,-34,	,1
549195.0,	,-34,	,1
549271.0,	,-35,	,1
549370.0,	,-35,	,0
549469.0,	,-35,	,0
549592.0,	,-35,	,0
549694.0,	,-35,	,0
549797.0,	,-35,	,0
549896.0,	,-35,	,0
550000.0,	,-35,	,0
550071.0,	,-35,	,0
550178.0,	,-35,	,0
550266.0,	,-35,	,0
550392.0,	,-35,	,0
550486.0,	,-35,	,0
550573.0,	,-35,	,0
550667.0,	,-35,	,0
550797.0,	,-35,	,0
550871.0,	,-35,	,0
550977.0,	,-35,	,0
551072.0,	,-35,	,0
551200.0,	,-35,	,0
551305.0,	,-35,	,0
551409.0,	,-35,	,0
551487.0,	,-35,	,0
551599.0,	,-35,	,0
551677.0,	,-35,	,0
551780.0,	,-35,	,0
551888.0,	,-35,	,0
551997.0,	,-35,	,0
552096.0,	,-35,	,0
552206.0,	,-35,	,1
552290.0,	,-35,	,0
552403.0,	,-35,	,0
552471.0,	,-35,	,0
552575.0,	,-35,	,0
552688.0,	,-35,	,0
552795.0,	,-35,	,0
552899.0,	,-35,	,0
552999.0,	,-35,	,0
553091.0,	,-35,	,0
553208.0,	,-36,	,0
553302.0,	,-36,	,-1
553379.0,	,-36,	,-1
553481.0,	,-36,	,-1
553605.0,	,-36,	,-1
553695.0,	,-36,	,-1
553783.0,	,-36,	,-1
553881.0,	,-36,	,-1
554001.0,	,-36,	,-1
554079.0,	,-36,	,-1
554199.0,	,-36,	,-1
554280.0,	,-36,	,-1
554398.0,	,-36,	,-1
554497.0,	,-36,	,-1
554608.0,	,-36,	,-1
554688.0,	,-36,	,-1
554804.0,	,-36,	,-1
554873.0,	,-36,	,-1
554975.0,	,-36,	,-1
555074.0,	,-36,	,-1
555174.0,	,-36,	,-1
555302.0,	,-36,	,-1
555399.0,	,-36,	,-1
555492.0,	,-36,	,-1
555599.0,	,-36,	,-1
555673.0,	,-36,	,-1
555774.0,	,-36,	,-1
555872.0,	,-36,	,-1
556006.0,	,-36,	,-1
556107.0,	,-36,	,-1
556205.0,	,-36,	,-1
556297.0,	,-36,	,-1
556407.0,	,-36,	,-1
556501.0,	,-36,	,-1
556603.0,	,-36,	,-1
556686.0,	,-36,	,-1
556805.0,	,-36,	,-1
556905.0,	,-36,	,-1
557004.0,	,-36,	,-1
557087.0,	,-36,	,-1
557195.0,	,-36,	,-1
557280.0,	,-36,	,-1
557374.0,	,-36,	,-1
557481.0,	,-36,	,-1
557588.0,	,-36,	,-1
557699.0,	,-36,	,-1
557798.0,	,-36,	,-1
557893.0,	,-36,	,-1
558009.0,	,-36,	,-1
558107.0,	,-36,	,-1
558204.0,	,-36,	,-1
558291.0,	,-36,	,-1
558414.0,	,-36,	,-1
558497.0,	,-36,	,-1
558600.0,	,-36,	,-1
558701.0,	,-36,	,-1
558813.0,	,-36,	,-1
558905.0,	,-36,	,-1
559005.0,	,-36,	,-1
559096.0,	,-36,	,-1
559205.0,	,-36,	,-1
559294.0,	,-36,	,-1
559397.0,	,-36,	,-1
559491.0,	,-36,	,-1
559600.0,	,-36,	,-1
559675.0,	,-36,	,-1
559776.0,	,-36,	,-2
559892.0,	,-36,	,-2
559999.0,	,-36,	,-2
560098.0,	,-36,	,-2
560198.0,	,-36,	,-2
560293.0,	,-36,	,-2
560409.0,	,-36,	,-2
560477.0,	,-36,	,-2
560574.0,	,-36,	,-2
560670.0,	,-36,	,-2
560796.0,	,-36,	,-2
560896.0,	,-36,	,-2
561004.0,	,-36,	,-2
561094.0,	,-36,	,-2
561212.0,	,-36,	,-2
561300.0,	,-36,	,-2
561401.0,	,-36,	,-2
561502.0,	,-36,	,-2
561611.0,	,-36,	,-2
561705.0,	,-36,	,-2
561810.0,	,-36,	,-2
561891.0,	,-36,	,-2
562008.0,	,-36,	,-2
562099.0,	,-36,	,-2
562214.0,	,-36,	,-2
562302.0,	,-36,	,-2
562405.0,	,-36,	,-2
562505.0,	,-36,	,-2
562604.0,	,-36,	,-2
562692.0,	,-36,	,-2
562812.0,	,-36,	,-2
562909.0,	,-36,	,-3
563006.0,	,-36,	,-3
563099.0,	,-36,	,-3
563200.0,	,-36,	,-3
563304.0,	,-36,	,-3
563408.0,	,-36,	,-3
563491.0,	,-36,	,-3
563613.0,	,-36,	,-3
563701.0,	,-36,	,-3
563807.0,	,-36,	,-3
563893.0,	,-36,	,-3
564002.0,	,-36,	,-3
564091.0,	,-36,	,-3
564201.0,	,-36,	,-3
564295.0,	,-36,	,-3
564413.0,	,-36,	,-3
564512.0,	,-36,	,-3
564613.0,	,-36,	,-3
564702.0,	,-36,	,-3
564796.0,	,-36,	,-3
564906.0,	,-36,	,-3
564998.0,	,-36,	,-3
565096.0,	,-36,	,-3
565212.0,	,-36,	,-3
565314.0,	,-36,	,-4
565405.0,	,-36,	,-4
565494.0,	,-36,	,-4
565604.0,	,-36,	,-4
565710.0,	,-36,	,-4
565807.0,	,-36,	,-4
565894.0,	,-36,	,-4
566014.0,	,-36,	,-4
566112.0,	,-36,	,-4
566211.0,	,-36,	,-4
566293.0,	,-36,	,-4
566416.0,	,-36,	,-4
566502.0,	,-36,	,-4
566603.0,	,-36,	,-4
566689.0,	,-36,	,-4
566804.0,	,-36,	,-4
566871.0,	,-36,	,-4
566973.0,	,-36,	,-4
567069.0,	,-36,	,-4
567187.0,	,-36,	,-4
567294.0,	,-36,	,-4
567386.0,	,-36,	,-5
567493.0,	,-36,	,-5
567613.0,	,-36,	,-5
567712.0,	,-36,	,-5
567807.0,	,-36,	,-5
567904.0,	,-36,	,-5
568013.0,	,-36,	,-5
568105.0,	,-36,	,-5
568203.0,	,-36,	,-5
568294.0,	,-36,	,-5
568405.0,	,-36,	,-5
568471.0,	,-36,	,-5
568569.0,	,-36,	,-5
568696.0,	,-36,	,-5
568807.0,	,-36,	,-5
568913.0,	,-36,	,-5
569013.0,	,-36,	,-5
569087.0,	,-36,	,-5
569209.0,	,-35,	,-6
569303.0,	,-35,	,-5
569402.0,	,-35,	,-5
569502.0,	,-35,	,-5
569598.0,	,-35,	,-5
569705.0,	,-35,	,-5
569777.0,	,-35,	,-5
569869.0,	,-35,	,-5
569971.0,	,-35,	,-5
570069.0,	,-35,	,-5
570173.0,	,-35,	,-5
570290.0,	,-35,	,-5
570407.0,	,-35,	,-5
570504.0,	,-35,	,-5
570602.0,	,-35,	,-5
570689.0,	,-35,	,-5
570780.0,	,-35,	,-5
570868.0,	,-35,	,-6
570968.0,	,-35,	,-6
571069.0,	,-35,	,-6
571210.0,	,-35,	,-6
571314.0,	,-35,	,-6
571405.0,	,-35,	,-6
571491.0,	,-35,	,-6
571595.0,	,-35,	,-6
571678.0,	,-35,	,-6
571769.0,	,-35,	,-6
571865.0,	,-35,	,-6
572007.0,	,-35,	,-6
572106.0,	,-35,	,-6
572194.0,	,-35,	,-6
572294.0,	,-35,	,-6
572390.0,	,-35,	,-7
572473.0,	,-35,	,-7
572570.0,	,-35,	,-7
572687.0,	,-35,	,-7
572805.0,	,-35,	,-7
572895.0,	,-35,	,-7
573005.0,	,-35,	,-7
573094.0,	,-35,	,-7
573197.0,	,-35,	,-7
573273.0,	,-35,	,-7
573368.0,	,-35,	,-7
573470.0,	,-35,	,-7
573606.0,	,-35,	,-7
573705.0,	,-35,	,-7
573808.0,	,-35,	,-7
573880.0,	,-35,	,-8
574017.0,	,-35,	,-8
574104.0,	,-35,	,-8
574205.0,	,-35,	,-8
574291.0,	,-35,	,-8
574398.0,	,-35,	,-8
574503.0,	,-35,	,-8
574606.0,	,-35,	,-8
574687.0,	,-35,	,-8
574810.0,	,-35,	,-8
574870.0,	,-35,	,-8
574969.0,	,-35,	,-8
575068.0,	,-35,	,-8
575207.0,	,-35,	,-8
575305.0,	,-35,	,-9
575410.0,	,-35,	,-9
575501.0,	,-35,	,-9
575616.0,	,-35,	,-9
575706.0,	,-35,	,-9
575805.0,	,-35,	,-9
575892.0,	,-35,	,-9
575987.0,	,-35,	,-9
576068.0,	,-35,	,-9
576177.0,	,-35,	,-9
576264.0,	,-35,	,-9
576365.0,	,-35,	,-9
576470.0,	,-35,	,-9
576564.0,	,-35,	,-10
576660.0,	,-35,	,-10
576777.0,	,-35,	,-10
576870.0,	,-35,	,-10
576994.0,	,-35,	,-10
577105.0,	,-35,	,-10
577203.0,	,-34,	,-10
577277.0,	,-34,	,-9
577386.0,	,-34,	,-9
577486.0,	,-34,	,-9
577574.0,	,-34,	,-9
577705.0,	,-34,	,-9
577807.0,	,-34,	,-10
577889.0,	,-34,	,-10
578000.0,	,-34,	,-10
578073.0,	,-34,	,-10
578179.0,	,-34,	,-10
578269.0,	,-34,	,-10
578409.0,	,-34,	,-10
578505.0,	,-34,	,-10
578606.0,	,-34,	,-10
578692.0,	,-34,	,-10
578795.0,	,-34,	,-10
578871.0,	,-33,	,-10
578980.0,	,-33,	,-10
579069.0,	,-33,	,-10
579205.0,	,-33,	,-10
579306.0,	,-33,	,-10
579406.0,	,-33,	,-10
579492.0,	,-33,	,-10
579595.0,	,-33,	,-10
579673.0,	,-32,	,-10
579783.0,	,-32,	,-9
579869.0,	,-32,	,-9
580007.0,	,-32,	,-9
580107.0,	,-32,	,-9
580207.0,	,-32,	,-10
580295.0,	,-32,	,-10
580396.0,	,-32,	,-10
580472.0,	,-31,	,-10
580578.0,	,-31,	,-9
580666.0,	,-31,	,-9
580765.0,	,-31,	,-9
580892.0,	,-31,	,-9
581000.0,	,-31,	,-9
581093.0,	,-31,	,-9
581198.0,	,-31,	,-9
581269.0,	,-30,	,-10
581368.0,	,-30,	,-9
581466.0,	,-30,	,-9
581601.0,	,-30,	,-9
581709.0,	,-30,	,-9
581805.0,	,-30,	,-9
581899.0,	,-30,	,-9
582011.0,	,-29,	,-9
582107.0,	,-29,	,-8
582221.0,	,-29,	,-8
582296.0,	,-29,	,-8
582403.0,	,-29,	,-9
582505.0,	,-29,	,-9
582595.0,	,-29,	,-9
582690.0,	,-29,	,-9
582814.0,	,-28,	,-9
582912.0,	,-28,	,-8
583010.0,	,-28,	,-8
583093.0,	,-28,	,-8
583211.0,	,-28,	,-8
583306.0,	,-28,	,-8
583397.0,	,-28,	,-8
583492.0,	,-28,	,-9
583613.0,	,-27,	,-9
583719.0,	,-27,	,-8
583795.0,	,-27,	,-8
583882.0,	,-27,	,-8
583980.0,	,-27,	,-8
584101.0,	,-27,	,-8
584203.0,	,-27,	,-8
584291.0,	,-27,	,-8
584417.0,	,-26,	,-8
584502.0,	,-26,	,-7
584603.0,	,-26,	,-8
584694.0,	,-26,	,-8
584810.0,	,-26,	,-8
584916.0,	,-26,	,-8
585011.0,	,-26,	,-8
585088.0,	,-26,	,-8
585199.0,	,-26,	,-8
585272.0,	,-25,	,-8
585378.0,	,-25,	,-7
585512.0,	,-25,	,-7
585610.0,	,-25,	,-8
585707.0,	,-25,	,-8
585795.0,	,-25,	,-8
585888.0,	,-25,	,-8
586019.0,	,-23,	,-8
586112.0,	,-23,	,-6
586207.0,	,-23,	,-6
586294.0,	,-23,	,-6
586410.0,	,-23,	,-6
586510.0,	,-23,	,-6
586619.0,	,-23,	,-7
586694.0,	,-23,	,-7
586799.0,	,-23,	,-7
586918.0,	,-22,	,-6
587000.0,	,-22,	,-6
587099.0,	,-22,	,-6
587192.0,	,-22,	,-6
587315.0,	,-22,	,-6
587398.0,	,-22,	,-6
587492.0,	,-22,	,-6
587599.0,	,-22,	,-7
587670.0,	,-21,	,-7
587779.0,	,-21,	,-6
587896.0,	,-21,	,-6
588015.0,	,-21,	,-6
588097.0,	,-21,	,-6
588212.0,	,-21,	,-6
588292.0,	,-21,	,-6
588394.0,	,-21,	,-6
588472.0,	,-20,	,-6
588579.0,	,-20,	,-6
588671.0,	,-20,	,-6
588821.0,	,-20,	,-6
588920.0,	,-20,	,-6
589018.0,	,-20,	,-6
589085.0,	,-20,	,-6
589191.0,	,-20,	,-6
589273.0,	,-18,	,-6
589377.0,	,-18,	,-4
589486.0,	,-18,	,-5
589620.0,	,-18,	,-5
589716.0,	,-18,	,-5
589780.0,	,-18,	,-5
589868.0,	,-18,	,-5
589992.0,	,-18,	,-5
590072.0,	,-17,	,-5
590179.0,	,-17,	,-4
590281.0,	,-17,	,-4
590422.0,	,-17,	,-4
590520.0,	,-17,	,-5
590609.0,	,-17,	,-5
590669.0,	,-17,	,-5
590792.0,	,-17,	,-5
590866.0,	,-16,	,-5
590975.0,	,-16,	,-4
591064.0,	,-16,	,-4
591182.0,	,-16,	,-4
591298.0,	,-16,	,-4
591411.0,	,-16,	,-5
591466.0,	,-16,	,-5
591598.0,	,-16,	,-5
591666.0,	,-15,	,-5
591776.0,	,-15,	,-4
591866.0,	,-15,	,-4
592020.0,	,-15,	,-4
592097.0,	,-15,	,-4
592209.0,	,-15,	,-4
592260.0,	,-15,	,-4
592395.0,	,-15,	,-5
592468.0,	,-14,	,-5
592576.0,	,-14,	,-4
592668.0,	,-14,	,-4
592798.0,	,-14,	,-4
592897.0,	,-14,	,-4
592995.0,	,-14,	,-4
593093.0,	,-14,	,-4
593214.0,	,-13,	,-4
593316.0,	,-13,	,-4
593411.0,	,-13,	,-4
593493.0,	,-13,	,-4
593617.0,	,-13,	,-4
593699.0,	,-13,	,-4
593822.0,	,-13,	,-4
593892.0,	,-13,	,-4
593994.0,	,-13,	,-4
594072.0,	,-12,	,-4
594176.0,	,-12,	,-4
594270.0,	,-12,	,-4
594398.0,	,-12,	,-4
594505.0,	,-12,	,-4
594605.0,	,-12,	,-4
594689.0,	,-12,	,-4
594794.0,	,-12,	,-4
594902.0,	,-11,	,-3
594997.0,	,-11,	,-3
595092.0,	,-11,	,-4
595204.0,	,-11,	,-4
595304.0,	,-11,	,-4
595397.0,	,-11,	,-4
595488.0,	,-11,	,-4
595599.0,	,-11,	,-4
595671.0,	,-11,	,-4
595770.0,	,-11,	,-4
595895.0,	,-11,	,-4
596005.0,	,-11,	,-5
596104.0,	,-11,	,-5
596204.0,	,-11,	,-5
596291.0,	,-11,	,-5
596402.0,	,-11,	,-5
596469.0,	,-10,	,-5
596567.0,	,-10,	,-4
596675.0,	,-10,	,-4
596815.0,	,-10,	,-4
596912.0,	,-10,	,-5
596995.0,	,-10,	,-5
597077.0,	,-10,	,-5
597207.0,	,-10,	,-5
597269.0,	,-9,	,-5
597370.0,	,-9,	,-4
597475.0,	,-9,	,-4
597597.0,	,-9,	,-4
597687.0,	,-9,	,-4
597802.0,	,-9,	,-5
597890.0,	,-9,	,-5
598000.0,	,-9,	,-5
598071.0,	,-8,	,-5
598170.0,	,-8,	,-4
598270.0,	,-8,	,-4
598394.0,	,-8,	,-4
598477.0,	,-8,	,-4
598605.0,	,-8,	,-4
598693.0,	,-8,	,-5
598822.0,	,-8,	,-5
598905.0,	,-8,	,-5
598997.0,	,-8,	,-5
599087.0,	,-8,	,-5
599193.0,	,-8,	,-5
599304.0,	,-8,	,-5
599396.0,	,-8,	,-5
599491.0,	,-8,	,-5
599596.0,	,-8,	,-6
599670.0,	,-7,	,-6
599781.0,	,-7,	,-5
599892.0,	,-7,	,-5
599989.0,	,-7,	,-5
600116.0,	,-7,	,-5
600192.0,	,-7,	,-5
600287.0,	,-7,	,-5
600407.0,	,-7,	,-5
600469.0,	,-7,	,-6
600570.0,	,-7,	,-6
600673.0,	,-7,	,-6
600794.0,	,-7,	,-6
600898.0,	,-7,	,-6
600980.0,	,-7,	,-6
601093.0,	,-7,	,-6
601202.0,	,-7,	,-6
601271.0,	,-6,	,-6
601372.0,	,-6,	,-6
601471.0,	,-6,	,-6
601614.0,	,-6,	,-6
601716.0,	,-6,	,-6
601820.0,	,-6,	,-6
601893.0,	,-6,	,-6
602020.0,	,-5,	,-6
602114.0,	,-5,	,-5
602196.0,	,-5,	,-5
602286.0,	,-5,	,-5
602397.0,	,-5,	,-5
602464.0,	,-5,	,-5
602577.0,	,-5,	,-5
602664.0,	,-5,	,-5
602815.0,	,-5,	,-5
